"default","utilization","age","debt_ratio","income","open_credit_lines","real_estate_loan","dependents","ever_past_due"
0,0.403271312,39,0.155989619,7320,9,0,2,0
0,0.252897847,55,0.898911798,3491,13,1,0,1
0,0.889425881,37,0.191508053,3414,10,0,1,0
0,0.982078302,33,0.118988101,10000,7,0,0,0
0,0.239422842,60,18814,6643.166,18,1,0,0
0,0.095893733,53,2828,6643.166,7,1,0,0
0,0.080887091,66,0.388402014,10725,17,1,0,0
0,0.043218647,54,403,6643.166,12,1,0,1
0,0.770617541,48,0.17907463,11000,5,1,1,0
0,0.261375404,55,0.516823688,5200,13,1,1,0
0,0.9999999,38,0,5000,2,0,0,0
0,0.9999999,47,1859,6643.166,3,1,0,0
0,0.073361357,70,0.252289759,2401,22,1,0,0
0,0.127099534,48,0.275439445,6200,16,1,2,0
0,0.186851507,40,0.280278422,12929,12,1,3,0
0,0.271222139,43,0.367922934,11833,10,1,0,0
0,0.950790125,43,2237,6643.166,7,0,0,0
0,0.03386248,68,0.714856762,1500,10,1,0,0
0,0.791041792,32,0.423390498,3556,4,1,2,0
0,0.242290402,66,0.380864482,6500,9,1,0,0
0,0.054659599,35,1.961298377,800,10,1,3,0
1,0.747836292,49,3114,6643.166,8,1,4,1
0,0.07179119,55,0.342489519,6916,7,1,0,0
0,0.083542763,60,0.634894184,6000,9,1,0,0
0,0.379605294,52,0.290971719,11031,15,1,1,1
0,0.772922916,48,2657,6643.166,4,1,0,0
0,0.199505093,66,0.15435978,2545,5,0,0,0
0,0.029522056,80,0.081487946,9166,7,0,0,0
0,0.835227705,38,0.407927628,8400,19,1,0,0
0,0.000663095,60,0.00019996,5000,7,0,1,1
0,0.001230398,45,0.528861658,3100,7,1,2,0
0,0.999876161,34,1422,6643.166,3,1,0,0
0,0.087949743,22,4,6643.166,2,0,0,0
0,0.012658228,22,0,898,2,0,0,0
1,0.218927024,32,0.133629583,6300,5,0,5,0
1,0.975062344,45,0.143433955,5200,3,0,4,1
0,0.063308543,76,0.555429864,2651,8,1,0,0
0,0.51091606,43,1773,6643.166,5,1,3,0
0,0.086805104,59,0.495787094,9731,9,1,2,0
0,0.10891438,61,0.304841764,3696,9,1,1,0
0,0.023383176,29,0.32609793,1980,7,0,0,0
0,0.067443939,64,0.21326569,5321,7,1,1,0
0,0.095526914,55,1185,6643.166,5,0,1,1
0,0.171992182,62,0.020964718,5866,2,0,0,0
0,0.336560783,31,0.4731578,16596,15,1,2,0
0,0.692232655,33,234,6643.166,6,0,0,0
0,0.558717391,43,0.225258247,3000,15,0,2,0
0,0.9999999,39,0.318312113,15000,6,1,3,0
0,0.960075998,46,0.376899696,3947,3,0,1,0
0,0.445716972,58,0.328476537,9333,11,1,0,1
0,0.252970789,40,0.715616046,4187,11,1,1,0
0,0.36556788,43,0.104467354,2909,5,1,0,0
0,0.022148893,62,0.146840149,7531,6,1,0,0
0,0.129733783,49,0.016085791,1864,4,0,1,0
0,0,74,0.021870118,4480,10,0,1,0
0,0.411259909,47,0.180323468,14900,6,1,2,0
0,0.791462678,44,0.345414393,7697,10,0,0,0
0,0.9999999,58,673,6643.166,1,1,0,0
0,0.000476177,81,15,6643.166,9,0,0,0
0,0.097144054,41,0.328846812,8766,13,1,2,0
0,0.942906771,71,3668,6643.166,14,1,0,0
0,0.061210322,54,0.142233857,4583,7,1,0,0
0,0.102907245,41,0.088568935,4583,3,0,1,0
0,0.531604813,49,0.167196729,2200,10,0,0,1
0,0.364554816,79,2715,6643.166,10,1,0,0
0,0.110157066,50,0.569270081,9000,20,1,0,1
0,0.9999999,77,0,3717,0,0,0,0
1,0.9999999,55,0.046990602,5000,1,0,0,0
0,0.222017462,30,0.32838166,7000,8,1,0,0
0,0.9999999,28,0,2228,0,0,1,1
0,0.648877207,31,0.143101971,3500,6,0,0,0
0,0.036538488,84,0.160365059,2300,10,0,0,0
1,1.033202428,37,0.04996215,5283,5,0,3,0
0,0,61,1515,6643.166,4,1,0,0
0,0.995001,31,0.754642434,2530,6,1,1,1
0,0.298740939,35,0.134124779,3958,7,0,0,1
0,0.340390683,48,0.416579879,4800,14,0,1,1
0,0.9999999,33,0.215577191,2875,4,0,0,0
0,0.910292122,34,0.209631728,6000,5,0,3,0
0,0.021020397,79,0.013064133,2525,8,0,0,0
0,0,48,0.286639368,10500,11,1,0,0
0,0.211381174,44,0.663668166,2000,10,1,0,0
0,0.522179386,65,0.552158961,7850,9,1,1,0
0,0.0936246,62,0.518959393,10416,12,1,1,1
1,0.982806877,38,0.876475669,3472,8,1,0,1
0,0.311724711,49,4874,6643.166,17,1,0,0
0,0.489976099,52,0.837427423,2238,6,1,0,0
0,0.014759912,75,14,6643.166,3,0,0,0
0,0.900344406,49,0.535488171,3000,10,1,1,1
0,0,34,871,6643.166,8,1,0,0
0,0.575052451,70,0.27410004,7416,10,1,0,1
0,0.558872056,29,0.423504999,5300,10,1,1,1
0,0.060865254,36,0.042848239,6417,4,0,1,0
0,0.066242194,38,0.821840826,6583,4,1,0,0
0,0.031997936,37,1.619979134,3833,10,1,0,0
0,0.038299043,67,0.20688156,16100,5,1,0,0
0,0.095396822,50,2346,6643.166,13,1,2,0
0,0.976090422,74,1261,6643.166,3,1,0,0
0,0.871692771,63,0.070238095,4199,2,0,0,0
0,0,78,0.487051295,10000,18,1,0,0
0,0.001066631,62,0,3404,2,0,0,1
0,0.096854068,68,1905,6643.166,4,1,0,0
0,0.35537133,51,0.30019439,3600,7,0,0,0
0,0.013574201,42,1504,6643.166,6,1,0,0
0,0.007560853,69,0.199568168,3241,9,1,0,0
0,0.017487127,71,1552,6643.166,3,1,0,0
0,0.028945865,44,0.182128452,3222,12,1,0,0
0,0.040355548,60,0.414994915,10816,15,1,1,0
1,0.9999999,49,0.182101295,6100,5,0,0,0
0,0.643074456,65,0.84240886,4333,13,1,1,0
0,0.798840232,28,170,6643.166,3,0,0,0
0,1.106893107,28,0.59086189,962,5,0,0,0
0,0.265348064,49,0.365483072,6054,10,1,0,0
1,0.458070639,58,0.40821256,3725,7,1,2,1
0,0.431167874,60,0.614950316,8855,13,1,0,0
0,0.226154769,25,0.013194722,2500,2,0,0,0
0,0.005882215,72,0.263580638,4730,9,1,0,0
0,0.057494251,36,0.800515274,5433,8,1,1,0
1,0.749287749,52,0.460643519,5500,5,1,0,1
0,0.009941622,32,0.037044091,10500,4,0,0,0
0,0.036206852,63,0.158092064,4800,5,1,0,0
0,0.056835516,65,0.019302535,7770,7,0,0,0
0,0.433195851,80,122,6643.166,7,0,0,1
0,0.066821564,45,0.296184836,10300,6,1,2,0
0,0.589027006,52,1.054661461,10500,10,1,0,0
0,0.394956675,48,0.555869393,8850,15,1,2,0
0,0.391863322,44,0.471808166,10800,8,1,0,0
1,0.9999999,61,2722,6643.166,6,1,2,1
0,0.021690082,49,21,6643.166,7,0,0,0
0,0.155760471,27,0.072219659,4333,4,0,0,0
0,0.0117052,88,0.333705357,3583,11,1,0,0
0,0.815133028,66,0.541729135,2000,5,0,1,1
0,0.000449978,34,0.715778474,5741,9,1,1,0
0,0.794883105,59,0.184005924,2700,11,0,0,0
0,0.910573382,30,0.412195935,3000,8,1,0,0
0,0.055262392,45,0.046225185,6900,4,0,0,0
1,1.056478405,57,0.40129935,2000,4,1,2,1
0,0.154952223,76,0.517296541,5000,8,1,0,0
1,0.9999999,24,232,6643.166,3,0,0,0
0,0.028573692,52,1417,6643.166,9,1,0,0
0,0.019339613,81,0.013131313,2969,7,0,0,1
0,0.019510879,72,0.347970986,5100,13,1,0,0
0,0.119842466,47,0.255822461,8200,4,1,2,0
0,0.138474973,38,0.349054245,12000,11,1,0,1
0,0.582175445,45,0.45318208,5200,4,1,2,0
0,0.599084448,69,0.322408265,2806,12,1,0,1
0,0.018577129,45,0.296778067,9993,10,1,1,0
0,0.08409551,58,0.269133726,10700,6,1,1,0
0,0.041098994,35,557,6643.166,10,0,3,0
0,0.9999999,38,0.564663024,2744,9,1,2,0
0,0.026774305,61,0.458605519,7500,9,1,3,0
0,0,51,0.221671324,11092,5,1,5,0
0,0,72,0.151548006,8300,2,1,0,0
0,0.177985658,33,0.583351445,4600,8,1,1,0
0,0.275547534,33,0.434612651,8441,14,1,0,0
0,0.39757864,36,0.01743721,6250,4,0,1,0
1,0.793741314,44,0.540592606,10900,20,1,1,0
0,0.033318989,49,0.349255721,4500,12,1,0,0
0,0.479895812,53,2754,6643.166,8,1,0,1
0,0.449907509,45,0.892540428,3833,12,1,2,1
0,0.103702258,47,0.227210351,5100,6,1,0,0
0,0.111793342,72,0.520187793,1064,3,0,2,0
0,0.9999999,24,94,6643.166,1,0,0,0
0,0.071885411,71,1750,6643.166,12,0,0,0
0,0,72,0.546715017,4687,8,1,0,0
0,0.128687131,37,0.118195489,3324,5,0,0,1
0,0.981470241,36,0.362934563,19300,14,1,0,1
0,0.9999999,60,21727,6643.166,12,0,0,1
0,0.023070879,58,0.56238574,4375,10,1,1,0
0,0.013031867,64,7414,6643.166,13,1,0,0
0,0.061328223,43,0.384502279,6800,5,1,1,0
0,0.9999999,36,0.191437606,4110,3,0,0,0
0,0.212789073,54,0.361699184,7226,10,1,1,0
0,0.198369356,72,896,6643.166,5,1,0,0
0,0.9999999,50,0.310868913,10000,2,1,4,0
0,0.03931453,45,0.024897481,3413,9,0,1,0
0,0.533416005,39,1746,6643.166,10,1,2,0
0,0.072828238,54,2020,6643.166,8,1,0,0
0,0.256685914,61,0.226454623,10500,19,1,1,0
1,0.49090182,63,0.520773162,4500,12,0,0,0
0,0.313104529,48,0.887119307,7157,15,1,0,0
0,0.002535669,69,0.197612732,8293,10,1,0,0
1,1.017540782,54,0.588346837,5800,13,1,1,1
0,0.89272961,51,0.172826831,2921,5,0,2,0
0,0.229074357,53,0.248354881,12916,11,1,2,1
0,0.018448763,50,0.236676332,10000,11,1,2,0
0,0,71,1412,6643.166,4,1,0,0
0,0.276653105,37,0.59968572,5090,9,1,3,0
0,0.010724942,73,5,6643.166,12,0,0,0
0,0.864174742,57,0.440663176,4583,8,1,0,1
0,0.023922631,70,7063,6643.166,12,1,0,0
1,0.9999999,41,0.579477292,4667,2,1,1,0
0,0.049660803,56,0.327639752,7083,9,1,0,0
0,0.266300115,63,0.603349163,4000,18,1,0,0
1,1.472636816,72,0.640021817,16500,5,1,1,0
0,0.297971622,40,3026,6643.166,7,1,0,0
0,0.017353861,59,1492,6643.166,13,1,0,0
0,0.632276926,42,0.521895621,5000,10,1,0,1
1,0.545636243,36,0.082096334,3300,2,0,0,0
0,0.41185275,42,0.296585035,11800,9,1,2,0
0,0.01075825,67,8,6643.166,3,0,0,0
0,0.004521063,72,9,6643.166,7,0,0,0
0,0,41,0.233052171,3200,7,0,0,0
0,0.435657245,41,0.286695023,13400,8,1,4,1
0,0.026244269,62,0.003618703,10500,10,0,0,0
0,0,43,0.56257497,2500,6,1,0,0
0,0.819090738,53,0.281642512,2069,6,0,0,0
0,0.129624829,52,0.519826724,3000,7,1,0,0
0,0.018911208,60,0.017047817,2404,6,0,0,0
0,0.488028053,43,0.547575404,6000,13,1,2,0
0,0.248252585,60,0.080259424,7400,10,0,0,0
0,0.094734111,52,0.446389094,5427,16,1,0,0
0,0.330378361,47,0.401028278,3500,11,1,0,0
0,0.871179757,43,0.17613731,6000,3,0,0,0
0,0,50,0.24755049,5000,10,1,0,0
0,0,49,0,4500,9,0,0,1
0,0.612506455,56,0.155066418,18217,9,1,0,1
0,0.593198757,52,0.316311353,6050,14,1,0,0
0,0.651664683,50,0.382874284,11000,23,1,1,0
0,0.14914181,56,0.006781429,3833,1,0,0,0
0,0.309538092,43,0.258580473,3000,3,1,2,0
0,0.211393303,47,1142,6643.166,8,1,0,0
0,0.025730608,52,1978,6643.166,9,1,0,0
0,0.050432493,76,721,6643.166,7,0,0,0
0,0.437007758,43,0.34237387,6857,8,1,4,0
0,0.399071033,44,0.237678855,3773,6,0,1,0
0,0.9999999,21,0,898,0,0,0,1
0,0.025109716,72,1178,6643.166,3,1,0,0
0,0.006099368,54,0.338954781,10791,11,1,1,0
0,0.9999999,37,1275,6643.166,4,1,0,0
0,0.44784689,41,0.197807218,2188,7,0,1,0
0,0.011421645,68,0.13547742,6000,8,1,0,0
0,0,55,0.431928012,6000,13,1,0,1
0,0.501243657,28,0.726206345,3750,9,1,1,0
0,0.0289492,55,0.339943343,6000,14,1,0,0
0,0.138236953,46,0.781055901,2575,12,1,3,0
0,0.018999136,59,11,6643.166,2,0,0,0
0,0.156113055,38,0.256974303,10000,5,1,2,0
0,0.255138441,67,0.294661775,19350,11,1,0,1
0,0.029414372,62,0.591963493,7888,15,1,0,0
0,0.021592319,71,1324,6643.166,9,1,0,0
0,0.445255228,37,0.468766799,9300,11,1,2,0
0,0.411281311,68,0.617862697,4500,21,1,0,0
0,0.023579132,57,0.299046087,8700,12,1,0,0
0,0.007941593,65,0.002683963,4470,6,0,0,0
0,0.106644668,46,1961,6643.166,2,1,0,0
0,0.570594301,41,0.366262383,10800,22,1,0,0
0,0.89114135,48,0.11252758,4078,9,0,0,0
1,0.844165119,35,0.552274541,2505,4,0,2,0
0,0.416628964,33,1.6075981,4000,13,1,1,0
0,0.475726214,48,2452,6643.166,6,1,0,0
0,0.420222786,41,0.506574828,9581,9,1,0,0
0,0.029934814,37,0.173004354,10334,3,1,1,0
0,0.968874395,42,0.356814701,3264,8,0,0,0
0,0.021355081,63,0.294742729,3575,4,1,0,0
0,0.519937962,87,0.291096712,4166,7,1,1,0
0,0.514242596,67,0.301449758,6000,3,1,1,0
0,0.041820289,58,3846,6643.166,15,1,0,0
0,0.029917177,47,0.261343805,6875,9,1,0,1
0,0.007538356,37,0.162759693,9000,6,1,2,0
0,0.018347395,41,1400,6643.166,5,1,0,0
0,0.783611714,53,0.229530755,7266,12,1,1,0
0,0.9999999,56,35,6643.166,0,0,0,0
0,0.098579055,74,0.588186008,2386,12,1,0,0
0,0.056644653,36,0.144376373,8650,7,1,2,0
0,0.004680602,79,252,6643.166,2,0,0,0
0,0.106212768,62,0.210157968,5000,15,1,1,0
0,0.986296635,36,0.319288604,13100,10,1,0,0
0,0.9999999,33,1725,6643.166,5,1,0,0
0,0,30,0,2000,3,0,0,0
0,0.257360435,39,0.735726427,10000,16,1,0,0
0,0,80,0.291470853,10000,7,1,0,0
0,0.225877071,66,0.465351543,5930,8,1,0,0
0,0.006941405,44,0.437949949,5833,8,1,3,0
0,0.020793321,64,0.148992641,8288,10,0,0,0
0,0.272103039,56,0.517236233,6700,13,1,1,0
0,0.9999999,80,0.00049975,2000,0,0,0,0
1,2.275716917,29,0.064483879,4000,5,0,0,1
0,0.582402933,68,956,6643.166,5,1,0,0
1,0.120540834,58,0.277908721,14000,13,1,2,0
0,0.012926966,76,969,6643.166,9,1,0,0
1,0.049457818,62,0.414245307,11666,15,1,1,1
0,0.447537048,39,0.314798044,11041,8,1,3,0
0,0.036935369,69,0.113471632,4000,6,1,0,0
0,0.152042398,60,0.892484342,2873,10,1,2,0
0,0.044180415,31,0.098152075,3300,10,0,0,0
0,0.464462911,66,6653,6643.166,12,1,0,1
0,0.471842719,59,2259,6643.166,7,1,1,1
0,0.304204165,28,0.296648738,4833,10,0,0,0
0,0.02974344,89,0.006484734,3700,5,0,0,0
0,0.071248287,67,0.297261108,8214,10,1,1,0
1,0.956756757,49,2.12125535,700,4,1,1,1
0,0.250918727,47,329,6643.166,4,0,0,0
0,0.293551956,50,0.381921479,11792,8,1,0,0
0,0.019195039,53,0.500293083,3411,13,1,0,0
0,0.006988239,69,1726,6643.166,8,1,0,0
0,0.629075818,79,0.271036448,6666,9,0,0,0
0,0.161691915,61,820,6643.166,3,1,0,0
0,0.795234306,56,2223,6643.166,12,1,0,0
1,0.651700956,61,0.681349578,3200,11,1,1,1
1,0.62649356,33,0.398305085,2831,7,0,0,1
0,0.249566524,57,3090,6643.166,14,1,0,0
0,0.023268232,53,0.213965646,8033,9,1,2,0
0,0.768246351,41,0.543050629,3100,7,1,0,0
0,0.177756428,48,0.648558574,6000,16,1,2,0
1,0.781020614,58,1.445030783,1136,5,1,3,1
0,0.336628713,59,1.3061437,2880,12,1,0,0
0,0.007709777,42,0.00279944,5000,12,0,0,0
0,0.04342161,36,0.590388647,6200,11,1,2,0
0,0.299774478,38,2533,6643.166,7,1,0,1
0,0.939071293,47,1.255066198,3700,25,1,1,1
0,0.55538398,57,0.480976172,10407,28,1,4,0
0,0.26210295,56,0.265643218,5145,9,1,0,0
0,0.294740775,71,0.137976004,3833,5,0,0,0
0,0.824621537,27,0.084917851,5416,2,0,0,0
0,0.9999999,52,0.384387352,6071,7,1,1,1
0,0.08920262,58,0.378962104,10000,20,1,2,0
0,0.001562337,69,1303,6643.166,6,1,0,0
0,0.406931602,55,0.299503274,8857,5,1,0,1
0,0.9999999,57,0.099743766,16000,5,1,3,0
0,0.162262712,55,0.309974362,8190,21,1,0,0
0,0.001079957,42,1645,6643.166,8,1,0,0
0,0.26938769,34,0.345484845,9600,14,1,0,0
0,0.298609217,31,0.701505254,3520,4,1,2,0
0,0.9999999,62,0,6521,0,0,1,0
0,0.294756011,59,0.563535912,4886,20,1,3,0
0,0.87152984,47,0.583740031,8400,9,1,3,0
0,0.001379279,81,0.001749563,4000,8,0,0,0
0,0.386455005,63,0.092660327,4100,3,0,0,0
1,1.784035994,30,0.195601466,3000,9,0,0,1
0,0.073421501,48,0.355829474,14683,9,1,0,0
0,0.024955886,63,0.229951074,4700,3,1,0,0
0,0.000351633,40,0.122366385,8400,10,0,2,0
0,0.046498339,56,0.330417396,4000,8,1,0,0
0,0.0212937,54,0.573006334,6156,11,1,0,1
0,0.023815645,73,0.082481557,11250,11,1,1,0
0,0.005228497,75,0.33181382,4167,13,1,0,0
0,1.811188811,54,0.167870237,9000,4,1,1,0
0,0.038705571,78,0.006284996,8750,6,0,0,0
1,0.532149567,52,0.292379942,6600,8,1,0,0
0,1.003791796,45,0.586130742,4527,4,1,1,1
0,0.079550551,31,0.317593891,6416,16,1,0,0
0,0.213149857,65,1491,6643.166,11,1,0,0
0,0.121756487,25,0.000475737,2101,1,0,0,0
1,0.992403039,22,0.029588165,2500,1,0,0,0
0,0.03932384,45,0.28338313,4350,9,1,0,0
0,0.069710889,55,0.210703144,12500,10,1,1,0
0,0.009999887,71,0.04562357,6991,9,1,0,0
0,0.506828181,57,1.931216931,1700,7,1,0,0
0,0.001399907,47,0.076461769,2000,3,0,1,0
0,0.041849291,58,3605,6643.166,8,1,0,0
0,0.060104329,47,0.16357819,7500,15,1,1,0
0,0.045546918,75,0.013662113,3000,3,0,0,0
0,0.821835633,36,0.412165036,2350,5,0,0,1
0,0.341752807,39,0.546702506,10416,8,1,3,0
0,0.611437539,59,0.665133779,4783,9,1,0,1
0,0.014333225,64,0.024993752,4000,10,0,1,0
0,0.019090215,54,0.279096206,7036,9,1,2,0
0,0.069386326,65,0.918181818,5279,11,1,0,0
0,0.025442738,70,0.083990796,6083,8,1,0,0
0,0.020214373,53,2923,6643.166,8,1,0,0
0,0.044298893,67,0.138716618,7900,5,1,0,0
0,0.095103565,70,0.628747669,6970,9,1,1,0
0,0.920510084,40,0.599350162,4000,7,1,2,0
0,0.773454003,50,0.509265431,7500,9,1,0,1
0,0.238896115,40,0.732658418,8000,13,1,2,0
0,0.337986139,48,0.330733463,6666,13,1,0,0
0,0.080270806,72,0.436680549,6482,25,1,0,0
0,0.32443242,65,0.04671916,1904,2,0,0,0
0,0.653763748,46,2644,6643.166,7,1,1,0
0,0.003243197,65,3243,6643.166,13,1,0,0
0,0,79,0,6643.166,3,0,0,0
0,0.033873051,45,0.304898367,3000,5,1,0,0
0,0,51,0,2904,1,0,0,0
0,0.180403275,81,0.448979592,1371,13,0,0,0
1,0.596321936,26,0.553815395,3000,9,1,1,0
0,0,41,0,5000,4,0,0,0
0,0.035586172,41,2215,6643.166,3,1,0,0
0,0.024890628,48,0.401655991,6400,6,1,3,0
0,0.070107044,44,0.469053095,10000,17,1,0,0
0,0.10328913,66,0.463048911,2800,7,1,0,0
0,0,41,0.082371146,8400,5,1,3,0
1,0.647272448,60,0.940190723,10800,11,1,1,1
0,0.636822369,48,0.283316204,11675,13,1,1,1
1,0.914834066,32,0.414862336,3740,6,1,2,1
0,0.020115359,58,1383,6643.166,5,1,0,0
0,0,46,0.259623396,6000,9,1,2,0
0,0.048732794,65,0.961038961,1000,34,1,0,0
0,0.9999999,76,0,6950,1,0,0,0
0,0.481509656,60,0.417461182,7341,7,1,0,0
1,0.960914073,40,0.467029973,5504,7,1,0,0
0,0.043723144,62,3229,6643.166,14,1,0,0
0,0.963007399,57,0.422431737,8166,8,1,0,0
0,0.004733018,70,0.135954682,3000,2,0,0,0
0,0.075293544,71,64,6643.166,5,0,0,0
0,0.05693814,40,1881,6643.166,5,1,0,0
1,0.147704591,25,0.098450775,2000,2,0,1,1
0,0.571821623,43,40.52475248,100,11,1,2,0
0,0.006020494,48,1496,6643.166,8,1,0,0
0,0.036675167,69,0.105149142,6000,7,1,0,0
0,0.9999999,62,0.208811551,2700,1,1,1,0
0,0.900383624,31,0.616905988,3690,12,1,0,1
0,0.143912268,38,0.417867809,7700,16,1,0,1
0,0.024532924,76,0.21862251,8333,7,1,0,0
0,0,35,0.184774483,8025,8,1,4,0
0,0.059974218,75,0.748047078,9600,13,1,0,1
0,0.077367008,80,0.005217164,7666,2,0,0,0
1,0.441117764,54,1019,6643.166,3,0,0,0
1,0.886940471,39,0.053733208,3200,5,0,3,1
0,0.819548872,56,0.122071986,5250,5,0,0,0
0,0.063328056,26,0.076484703,3333,2,0,0,0
0,0.014887222,56,0.164786817,12500,5,1,0,0
0,0.9999999,29,0.060193981,10000,3,0,0,0
0,0.084627125,69,0.192229039,4400,5,0,1,0
0,0.144215995,60,0.138378169,5166,6,1,0,0
0,0.95830417,43,0.111428571,3499,3,0,0,0
0,0.377441428,42,1.501166278,3000,12,1,2,0
0,0,30,0.670666051,6500,13,1,0,0
0,0.092455227,44,0.102421684,4500,7,0,2,0
1,0.878881177,40,0.605616199,12000,19,1,0,0
0,0.9999999,33,0.355366492,4583,4,1,0,0
0,0.506135938,62,0.740188279,15083,17,1,1,0
0,0.183167616,35,0.180653427,3121,12,0,1,0
0,0.9999999,58,0.007708003,4410,0,0,0,0
0,0.9999999,22,69,6643.166,0,0,0,1
0,0.029945216,76,3852,6643.166,4,1,0,0
1,0.221517106,41,0.589184206,6508,14,1,1,0
0,0.413095561,48,0.629748101,2500,8,0,1,0
0,0.862079106,49,0.214422306,16210,10,1,2,1
0,0.9999999,37,0,4690,1,0,0,0
0,0.923076923,24,0.010795682,2500,1,0,0,0
0,0.779281381,25,0.242007285,2470,5,0,0,0
0,0.096864269,52,0.323558814,3000,6,1,1,0
0,0.223972928,56,2.022447502,1380,18,1,0,0
0,0.972458717,56,4227,6643.166,9,1,0,0
0,0.021305522,64,0.412836767,3785,15,1,0,0
0,0.107034171,32,0.487512488,1000,3,0,0,0
0,0.9999999,73,0.246849422,7696,4,1,0,1
1,0.947565543,31,0.366187303,2850,4,1,2,0
0,0.084417095,57,0.231938851,12166,13,1,2,0
0,0,54,1353,6643.166,7,1,2,0
0,0.300573227,57,0.215525198,10833,11,1,1,1
0,0.009103379,74,0.004563146,7450,16,0,0,0
0,0.682442084,54,0.425787106,2000,6,0,0,1
0,0.896010946,29,0.199111769,1350,4,0,0,1
0,0.000447357,58,0.008253968,6299,4,0,0,0
0,0.685732992,65,0.491535671,6615,19,1,0,1
1,1.064389591,38,0.545038486,4806,11,1,0,1
0,0.193182951,57,0.200782269,2300,7,0,0,0
0,0.027325698,42,0.017327557,3000,7,0,0,1
0,0,42,0.276778063,2333,6,0,4,1
0,0.008037008,70,0.272202999,2600,6,1,0,0
0,0.9999999,36,407,6643.166,2,0,0,0
0,0.608828151,36,0.858056777,2500,5,1,3,0
0,0.211608827,73,0.249903883,2600,5,0,0,0
0,0.06101868,65,0.560675343,2842,8,1,1,0
0,0.341327693,39,0.380561944,10000,12,1,0,0
0,0.088246713,43,0.851259496,2500,12,1,0,1
0,0.545742376,48,0.287390029,3750,4,1,1,1
0,0.018282157,41,0.052662278,12000,18,0,1,0
0,0.129628265,65,0.049047173,3200,3,0,4,0
0,0,70,0.167532987,2500,4,0,1,0
0,0.068534528,40,0.313273662,5250,5,1,1,1
0,0.878539962,54,1192,6643.166,6,1,0,0
0,0.066193381,31,0.448606852,7500,5,1,1,0
0,0.88976378,55,0.323935213,5000,3,1,0,0
0,0.0739574,64,0.048339639,9515,3,1,0,0
0,0.065868263,29,0.096798698,9214,3,0,2,1
0,0.11340806,62,1.096179183,1517,12,1,0,0
0,0.07012678,45,0.374290057,12500,13,1,2,0
0,0.565350854,51,0.367516918,9604,12,1,5,1
0,0.988883007,52,0.449563001,10983,4,1,2,1
0,0.045296114,65,1.308004611,19950,25,1,0,0
0,0.173036077,74,0.276413732,9000,10,1,0,0
0,0.966552877,40,0.327830737,4300,3,0,0,0
0,0,40,0.055174968,5400,6,0,0,0
0,0.019543678,49,0.24455109,5000,9,1,2,0
1,0.968021319,59,0.660649819,3600,6,1,1,0
0,0.308386738,74,0.367409685,1300,8,0,0,0
0,0.012196895,71,0.140593163,4416,10,1,0,0
1,0.9999999,79,0.005342832,1122,0,0,0,1
0,0.443674027,46,0.265790762,12253,10,1,4,0
0,0.214500617,52,0.378473754,6800,15,1,2,0
0,0.623587468,59,0.311950088,6250,19,0,0,0
0,0.047081949,42,0.25111177,16864,11,1,4,0
1,0.141956277,63,0.960918752,2916,10,1,1,0
0,0.188124876,56,0.424762278,10200,21,1,0,1
0,0.9999999,48,4037,6643.166,3,1,0,0
0,0.9999999,49,0.409821817,2300,2,0,3,1
0,0.38714974,53,0.809447906,6900,13,1,0,0
0,0.002786168,83,6,6643.166,18,0,0,0
0,0.341717476,49,6530,0,12,1,5,0
0,0.04059594,73,0.011988012,1000,4,0,0,0
0,0.9999999,31,0.183256976,2400,7,0,0,1
0,0.006371131,57,0.20311838,11800,6,1,1,0
0,0.750239454,51,0.69494987,5385,9,1,3,0
0,0.9999999,72,30,6643.166,0,0,0,0
0,0.072077117,61,0.187081292,10000,8,1,2,0
0,0.12432247,62,0.318470844,12895,13,1,1,0
1,0.9999999,39,331,6643.166,3,0,3,0
0,0.17599581,55,0.224014918,12333,8,1,1,0
0,0.596642113,50,0.594767202,4853,7,1,0,0
0,0.089672758,62,0.284905032,3000,4,1,0,0
0,0.357906351,56,0.161256361,5698,9,0,0,0
1,0.96007984,31,0.403757533,2820,7,0,2,1
0,0.007524628,68,2078,6643.166,11,1,1,0
0,0.062421881,34,1.205897051,2000,6,1,0,0
0,0.014199527,61,0.302952676,7416,7,1,1,0
0,0.348121423,54,0.376581041,7668,10,1,0,0
0,0.714971337,47,0.247845741,14157,7,1,0,0
1,0.717694775,52,0.418197725,8000,10,1,0,1
0,0.055768199,47,0.354755784,3500,34,0,0,0
1,0.433133733,42,427,6643.166,2,0,0,1
0,0.888223553,22,13,0,2,0,0,0
0,0.409515253,59,0.383403998,1650,8,0,1,0
0,0.005249738,64,0.145585441,10000,5,1,0,0
0,0.535240984,55,0.220664393,7916,18,1,0,1
0,0.638336494,53,0.351293542,9817,12,1,2,0
0,0.023799898,29,0.334664097,7263,10,1,0,1
0,0.695890745,40,0.301506868,7498,10,1,0,0
0,0.9999999,30,0.072308431,6250,3,0,0,0
1,0.782599581,51,0.365302055,13043,21,1,4,1
0,0.32780633,40,0.37230914,8500,9,1,0,0
0,0.435654995,62,5376,6643.166,15,1,0,0
0,0.033969589,78,0.0079984,5000,8,0,0,0
0,0.003121118,46,1.139784946,650,5,1,0,0
0,0.254245692,54,0.427711458,9800,10,1,2,0
0,0.9999999,43,0.327834021,8000,2,1,4,0
