"year","union","ethnicity","married","health","industry","occupation","residence","lwage","lschool","lexper"
2013,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south",11.3300254208848,1.79175946922805,2.484906649788
2015,"yes","other","no","no","Trade","Craftsmen, Foremen_and_kindred","south",11.4566084147317,1.79175946922805,2.63905732961526
2016,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",11.6459467400069,1.79175946922805,2.70805020110221
2017,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",11.5315987292859,1.79175946922805,2.77258872223978
2018,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south",10.9620853330791,1.79175946922805,2.83321334405622
2011,"no","hisp","yes","no","Manufacturing","Operatives_and_kindred","south",10.6865915181096,2.30258509299405,1.6094379124341
2012,"no","hisp","yes","no","Trade","Laborers_and_farmers","south",10.8755414141829,2.30258509299405,1.79175946922805
2013,"yes","hisp","yes","no","Trade","Laborers_and_farmers","south",10.5275927532605,2.30258509299405,1.94591014905531
2014,"no","hisp","yes","no","Trade","Laborers_and_farmers","south",10.2779252505259,2.30258509299405,2.07944154167984
2016,"no","hisp","yes","no","Trade","Operatives_and_kindred","south",10.7487043203802,2.30258509299405,2.30258509299405
2017,"no","hisp","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",10.8174321343513,2.30258509299405,2.39789527279837
2018,"no","hisp","no","no","Trade","Service_Workers","south",10.4918712613942,2.30258509299405,2.484906649788
2011,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.2594482137588,2.484906649788,1.38629436111989
2013,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.2728669081641,2.484906649788,1.79175946922805
2014,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.3331834183774,2.484906649788,1.94591014905531
2016,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.2772294602165,2.484906649788,2.19722457733622
2017,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",10.9327320780256,2.484906649788,2.30258509299405
2018,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","south",11.2574166382,2.484906649788,2.39789527279837
2011,"yes","other","no","no","Manufacturing","Operatives_and_kindred","south",11.5699093024615,2.484906649788,1.09861228866811
2013,"no","other","yes","no","Manufacturing","Sales_Workers","south",10.9908096798456,2.484906649788,1.6094379124341
2014,"no","other","yes","no","Manufacturing","Managers, Officials_and_Proprietors","south",11.0955991399285,2.484906649788,1.79175946922805
2015,"no","other","yes","no","Manufacturing","Managers, Officials_and_Proprietors","south",11.1562280922085,2.484906649788,1.94591014905531
2017,"no","other","yes","no","Manufacturing","Managers, Officials_and_Proprietors","south",11.0881126920548,2.484906649788,2.19722457733622
2018,"no","other","yes","no","Manufacturing","Sales_Workers","south",11.1617277791434,2.484906649788,2.30258509299405
2011,"no","other","no","no","Trade","Clerical_and_kindred","south",10.5191530764632,2.39789527279837,1.09861228866811
2012,"no","other","no","no","Trade","Sales_Workers","south",10.4740232153093,2.39789527279837,1.38629436111989
2013,"no","other","no","no","Trade","Clerical_and_kindred","south",10.701416731445,2.39789527279837,1.6094379124341
2014,"no","other","no","no","Trade","Sales_Workers","south",10.6266645409019,2.39789527279837,1.79175946922805
2015,"no","other","no","no","Trade","Clerical_and_kindred","south",10.5630099534603,2.39789527279837,1.94591014905531
2011,"yes","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.5983471874617,2.484906649788,1.38629436111989
2012,"yes","other","no","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.5213744713798,2.484906649788,1.6094379124341
2013,"no","other","yes","no","Professional_and_Related Service","Service_Workers","nothern_central",10.8644563865818,2.484906649788,1.79175946922805
2014,"no","other","yes","no","Professional_and_Related Service","Service_Workers","nothern_central",10.9437186801135,2.484906649788,1.94591014905531
2016,"no","other","yes","no","Other","Service_Workers","nothern_central",11.0736304233114,2.484906649788,2.19722457733622
2017,"yes","other","yes","no","Professional_and_Related Service","Craftsmen, Foremen_and_kindred","nothern_central",11.187827258133,2.484906649788,2.30258509299405
2018,"yes","other","yes","no","Professional_and_Related Service","Craftsmen, Foremen_and_kindred","nothern_central",11.3705853319159,2.484906649788,2.39789527279837
2011,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",10.0519075576544,2.39789527279837,1.09861228866811
2012,"no","other","no","no","Construction","Operatives_and_kindred","south",10.0519075576544,2.39789527279837,1.38629436111989
2014,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","south",11.0052872559963,2.39789527279837,1.79175946922805
2015,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.526197599253,2.39789527279837,1.94591014905531
2017,"no","other","yes","no","Construction","Operatives_and_kindred","south",11.2323650399476,2.39789527279837,2.19722457733622
2018,"no","other","yes","no","Other","Operatives_and_kindred","south",10.5827728495857,2.39789527279837,2.30258509299405
2016,"no","other","no","no","Construction","Operatives_and_kindred","rural_area",11.0729439092801,2.56494935746154,2.07944154167984
2017,"no","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","rural_area",11.0401912310145,2.56494935746154,2.19722457733622
2011,"no","other","no","no","Trade","Service_Workers","north_east",10.0934155237389,2.30258509299405,1.09861228866811
2012,"no","other","no","no","Trade","Operatives_and_kindred","north_east",10.3192214226411,2.30258509299405,1.38629436111989
2013,"no","other","no","no","Trade","Operatives_and_kindred","north_east",10.5213601191419,2.30258509299405,1.6094379124341
2014,"no","other","no","no","Manufacturing","Operatives_and_kindred","north_east",10.8079170168801,2.30258509299405,1.79175946922805
2015,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","north_east",10.9494674049523,2.30258509299405,1.94591014905531
2016,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","north_east",10.9920505154512,2.30258509299405,2.07944154167984
2017,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","north_east",11.1897228758535,2.30258509299405,2.19722457733622
2018,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","north_east",11.3344940119018,2.30258509299405,2.30258509299405
2011,"no","other","no","no","Other","Clerical_and_kindred","north_east",11.0528724834093,2.484906649788,1.09861228866811
2012,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","north_east",11.2502510123994,2.484906649788,1.38629436111989
2014,"no","other","no","no","Business_and_Repair_Service","Professional, Technical_and_kindred","north_east",11.5741201830744,2.484906649788,1.79175946922805
2015,"no","other","no","no","Other","Professional, Technical_and_kindred","north_east",11.8466873175311,2.484906649788,1.94591014905531
2017,"no","other","yes","no","Other","Managers, Officials_and_Proprietors","north_east",11.9633811469861,2.484906649788,2.19722457733622
2018,"no","other","yes","no","Other","Managers, Officials_and_Proprietors","north_east",12.0579465812071,2.484906649788,2.30258509299405
2011,"no","other","yes","no","Other","Farm_Laborers_and_Foreman","north_east",10.3989039618187,2.484906649788,1.38629436111989
2012,"yes","other","yes","no","Construction","Laborers_and_farmers","north_east",10.7003938922667,2.484906649788,1.6094379124341
2014,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","north_east",10.5981378528454,2.484906649788,1.94591014905531
2015,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","north_east",10.9321075418842,2.484906649788,2.07944154167984
2017,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","north_east",11.0535629378412,2.484906649788,2.30258509299405
2018,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","north_east",11.1641286922999,2.484906649788,2.39789527279837
2011,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.5470539075709,2.484906649788,1.79175946922805
2012,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.6371832276029,2.484906649788,1.94591014905531
2014,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.6288976175226,2.484906649788,2.19722457733622
2015,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.7385833726395,2.484906649788,2.30258509299405
2016,"yes","other","yes","no","Other","Service_Workers","south",11.6649950093079,2.484906649788,2.39789527279837
2018,"yes","other","yes","no","Other","Service_Workers","south",11.6749543444131,2.484906649788,2.56494935746154
2011,"yes","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.2476070512976,2.484906649788,1.6094379124341
2014,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.1149519248595,2.484906649788,2.07944154167984
2015,"yes","other","yes","no","Trade","Operatives_and_kindred","south",11.2321463124509,2.484906649788,2.19722457733622
2016,"yes","other","yes","yes","Manufacturing","Operatives_and_kindred","south",11.3083200162876,2.484906649788,2.30258509299405
2017,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.3572453327935,2.484906649788,2.39789527279837
2018,"no","other","yes","no","Construction","Operatives_and_kindred","south",11.4092511934699,2.484906649788,2.484906649788
2012,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.1117588550671,2.484906649788,1.94591014905531
2013,"yes","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.2214107238849,2.484906649788,2.07944154167984
2014,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.1572926920683,2.484906649788,2.19722457733622
2016,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.2095194839287,2.484906649788,2.39789527279837
2017,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",11.3229832243869,2.484906649788,2.484906649788
2011,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.1893425819608,2.484906649788,1.09861228866811
2012,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.4334426358953,2.484906649788,1.38629436111989
2013,"no","other","no","yes","Trade","Operatives_and_kindred","nothern_central",10.2022564385128,2.484906649788,1.6094379124341
2014,"no","other","no","no","Trade","Operatives_and_kindred","nothern_central",10.5171948020495,2.484906649788,1.79175946922805
2015,"yes","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.0352173522671,2.484906649788,1.94591014905531
2016,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.1876972764445,2.484906649788,2.07944154167984
2017,"no","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",11.1806218276532,2.484906649788,2.19722457733622
2018,"yes","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",11.3918129803448,2.484906649788,2.30258509299405
2011,"no","other","no","no","Professional_and_Related Service","Service_Workers","nothern_central",10.4457618421114,2.39789527279837,1.09861228866811
2011,"no","other","no","no","Trade","Service_Workers","nothern_central",10.5968986982542,2.63905732961526,1.38629436111989
2012,"no","other","no","no","Trade","Sales_Workers","nothern_central",10.2079765933043,2.63905732961526,1.6094379124341
2013,"no","other","no","no","Trade","Clerical_and_kindred","nothern_central",10.4378696315149,2.63905732961526,1.79175946922805
2014,"no","other","no","no","Trade","Clerical_and_kindred","nothern_central",10.529484270474,2.63905732961526,1.94591014905531
2017,"no","other","yes","no","Trade","Sales_Workers","nothern_central",11.00347289813,2.63905732961526,2.30258509299405
2011,"no","other","no","no","Trade","Clerical_and_kindred","south",10.7435227463483,2.484906649788,1.09861228866811
2012,"yes","other","no","no","Professional_and_Related Service","Professional, Technical_and_kindred","south",11.1054500375235,2.484906649788,1.38629436111989
2013,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.7538396196333,2.484906649788,1.6094379124341
2014,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.7422263409939,2.484906649788,1.79175946922805
2015,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.9780760246007,2.484906649788,1.94591014905531
2016,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.9703766407764,2.484906649788,2.07944154167984
2011,"no","other","no","no","Trade","Service_Workers","nothern_central",10.784078150738,2.484906649788,1.09861228866811
2012,"no","other","no","no","Trade","Service_Workers","nothern_central",10.5202678654039,2.484906649788,1.38629436111989
2013,"no","other","no","no","Other","Service_Workers","nothern_central",10.4545566355031,2.484906649788,1.6094379124341
2014,"no","other","no","no","Other","Service_Workers","nothern_central",10.6533876341713,2.484906649788,1.79175946922805
2015,"no","other","no","no","Other","Service_Workers","nothern_central",10.7185332883719,2.484906649788,1.94591014905531
2016,"no","other","no","no","Other","Service_Workers","nothern_central",10.7306858343986,2.484906649788,2.07944154167984
2017,"no","other","no","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",10.7976296032806,2.484906649788,2.19722457733622
2018,"no","other","no","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",10.7994855730425,2.484906649788,2.30258509299405
2012,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.2742777173544,2.63905732961526,1.38629436111989
2013,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.3867452716625,2.63905732961526,1.6094379124341
2014,"yes","other","yes","no","Other","Professional, Technical_and_kindred","nothern_central",11.4249836916598,2.63905732961526,1.79175946922805
2016,"yes","other","yes","no","Other","Clerical_and_kindred","nothern_central",11.8881385606222,2.63905732961526,2.07944154167984
2017,"yes","other","no","no","Other","Operatives_and_kindred","nothern_central",11.8680709799285,2.63905732961526,2.19722457733622
2018,"yes","other","no","no","Other","Clerical_and_kindred","nothern_central",11.9113430642909,2.63905732961526,2.30258509299405
2011,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central",10.8302807400422,2.63905732961526,1.09861228866811
2012,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","nothern_central",10.9600286292367,2.63905732961526,1.38629436111989
2013,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","nothern_central",10.712762844565,2.63905732961526,1.6094379124341
2014,"no","other","yes","no","Trade","Sales_Workers","nothern_central",10.8199280731914,2.63905732961526,1.79175946922805
2015,"no","other","yes","no","Other","Clerical_and_kindred","nothern_central",11.132561130046,2.63905732961526,1.94591014905531
2016,"no","other","yes","no","Other","Clerical_and_kindred","nothern_central",11.2772294602165,2.63905732961526,2.07944154167984
2017,"no","other","yes","no","Other","Clerical_and_kindred","south",11.3572453327935,2.63905732961526,2.19722457733622
2018,"no","other","yes","no","Other","Clerical_and_kindred","south",11.3531616777564,2.63905732961526,2.30258509299405
2011,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","nothern_central",11.0330334261542,2.484906649788,1.6094379124341
2012,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","nothern_central",11.0274176241885,2.484906649788,1.79175946922805
2013,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","nothern_central",10.9799102974882,2.484906649788,1.94591014905531
2014,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","nothern_central",11.0011165245735,2.484906649788,2.07944154167984
2016,"yes","other","yes","no","Construction","Craftsmen, Foremen_and_kindred","nothern_central",11.2231621615924,2.484906649788,2.30258509299405
2017,"yes","other","yes","no","Other","Operatives_and_kindred","nothern_central",11.2030947113888,2.484906649788,2.39789527279837
2018,"yes","other","yes","no","Other","Craftsmen, Foremen_and_kindred","nothern_central",11.2181959508691,2.484906649788,2.484906649788
2011,"yes","other","no","no","Manufacturing","Operatives_and_kindred","nothern_central",10.9241438853045,2.484906649788,1.09861228866811
2012,"yes","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.8919214418649,2.484906649788,1.38629436111989
2013,"no","other","yes","no","Manufacturing","Operatives_and_kindred","nothern_central",10.8498621914786,2.484906649788,1.6094379124341
2014,"yes","other","yes","no","Manufacturing","Laborers_and_farmers","nothern_central",10.9389454284133,2.484906649788,1.79175946922805
2016,"no","other","yes","no","Other","Operatives_and_kindred","nothern_central",10.9049082760372,2.484906649788,2.07944154167984
2017,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",10.6981955640865,2.484906649788,2.19722457733622
2018,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central",10.8681117728907,2.484906649788,2.30258509299405
2014,"no","other","no","no","Professional_and_Related Service","Service_Workers","south",10.6507315065613,2.484906649788,2.07944154167984
2015,"no","other","no","no","Professional_and_Related Service","Service_Workers","south",10.7524285622138,2.484906649788,2.19722457733622
2011,"no","other","no","no","Business_and_Repair_Service","Laborers_and_farmers","south",10.3455841271539,2.19722457733622,1.6094379124341
2012,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","south",10.5263989466531,2.19722457733622,1.79175946922805
2013,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","south",10.8375488484637,2.19722457733622,1.94591014905531
2014,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south",10.7126070192235,2.19722457733622,2.07944154167984
2015,"no","other","no","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south",10.8520648193148,2.19722457733622,2.19722457733622
2016,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",10.7306858343986,2.19722457733622,2.30258509299405
2017,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",10.5592186506169,2.19722457733622,2.39789527279837
2011,"no","other","no","no","Construction","Laborers_and_farmers","south",11.3435766767603,2.56494935746154,0.693147180559945
2012,"no","other","no","no","Construction","Craftsmen, Foremen_and_kindred","south",11.5059259252476,2.56494935746154,1.09861228866811
2013,"no","other","no","no","Manufacturing","Operatives_and_kindred","south",11.8058024454908,2.56494935746154,1.38629436111989
2014,"no","other","yes","no","Manufacturing","Operatives_and_kindred","south",11.857739242572,2.56494935746154,1.6094379124341
2015,"no","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",11.9506770434343,2.56494935746154,1.79175946922805
2016,"no","other","no","no","Manufacturing","Laborers_and_farmers","south",11.972879768463,2.56494935746154,1.94591014905531
2017,"no","other","no","no","Other","Craftsmen, Foremen_and_kindred","south",12.0251328536592,2.56494935746154,2.07944154167984
2018,"no","other","yes","no","Manufacturing","Professional, Technical_and_kindred","south",12.0023148454157,2.56494935746154,2.19722457733622
2011,"no","other","no","no","Construction","Laborers_and_farmers","south",11.4059753532404,2.484906649788,1.09861228866811
2012,"no","other","no","no","Other","Craftsmen, Foremen_and_kindred","south",11.6586894459772,2.484906649788,1.38629436111989
2013,"no","other","no","no","Construction","Clerical_and_kindred","south",11.8240438490015,2.484906649788,1.6094379124341
2014,"no","other","no","no","Other","Craftsmen, Foremen_and_kindred","south",11.7669189458273,2.484906649788,1.79175946922805
2015,"no","other","yes","no","Other","Operatives_and_kindred","south",11.576464518056,2.484906649788,1.94591014905531
2016,"no","other","yes","no","Other","Operatives_and_kindred","south",11.9591079221235,2.484906649788,2.07944154167984
2017,"no","other","yes","no","Other","Service_Workers","south",11.7784587796127,2.484906649788,2.19722457733622
2011,"no","other","no","no","Trade","Sales_Workers","south",10.0519075576544,2.39789527279837,1.38629436111989
2013,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","south",10.7003916386583,2.39789527279837,1.79175946922805
2014,"no","other","yes","no","Trade","Sales_Workers","south",10.7643190614217,2.39789527279837,1.94591014905531
2015,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","south",10.9497033068923,2.39789527279837,2.07944154167984
2017,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","south",11.4849937822515,2.39789527279837,2.30258509299405
2018,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","south",11.8021438317174,2.39789527279837,2.39789527279837
2011,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",10.3319413834141,2.484906649788,1.38629436111989
2012,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.1564946340906,2.484906649788,1.6094379124341
2015,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.7458826249203,2.484906649788,2.07944154167984
2017,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.4119347212703,2.484906649788,2.30258509299405
2018,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","south",11.3167420753638,2.484906649788,2.39789527279837
2011,"no","hisp","yes","no","Construction","Operatives_and_kindred","rural_area",11.6117144956406,2.484906649788,1.09861228866811
2012,"no","hisp","yes","no","Construction","Operatives_and_kindred","rural_area",11.357659346606,2.484906649788,1.38629436111989
2013,"no","hisp","yes","no","Construction","Operatives_and_kindred","rural_area",11.4746065850431,2.484906649788,1.6094379124341
2011,"yes","hisp","yes","no","Other","Operatives_and_kindred","rural_area",11.5131403418825,2.484906649788,1.6094379124341
2012,"no","hisp","yes","no","Other","Operatives_and_kindred","rural_area",11.5862525037034,2.484906649788,1.79175946922805
2013,"yes","hisp","yes","no","Other","Operatives_and_kindred","rural_area",11.7353328253624,2.484906649788,1.94591014905531
2012,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","rural_area",11.2742777173544,2.39789527279837,1.6094379124341
2012,"yes","hisp","no","no","Other","Craftsmen, Foremen_and_kindred","rural_area",11.0666383623418,2.63905732961526,1.6094379124341
2014,"yes","hisp","yes","no","Other","Professional, Technical_and_kindred","rural_area",11.049079160434,2.63905732961526,1.94591014905531
2015,"no","hisp","yes","no","Other","Farm_Laborers_and_Foreman","rural_area",11.2575298628744,2.63905732961526,2.07944154167984
2016,"no","hisp","yes","no","Other","Laborers_and_farmers","rural_area",11.2772294602165,2.63905732961526,2.19722457733622
2017,"yes","hisp","yes","no","Other","Laborers_and_farmers","rural_area",11.2571618680867,2.63905732961526,2.30258509299405
2011,"no","other","no","no","Trade","Clerical_and_kindred","rural_area",10.9983648748932,2.484906649788,1.38629436111989
2012,"no","other","no","no","Business_and_Repair_Service","Sales_Workers","rural_area",11.2628052947078,2.484906649788,1.6094379124341
2014,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","rural_area",11.2491395904939,2.484906649788,1.94591014905531
2015,"no","other","no","no","Trade","Managers, Officials_and_Proprietors","rural_area",11.312517123979,2.484906649788,2.07944154167984
2016,"no","other","no","no","Trade","Sales_Workers","rural_area",10.7325785260416,2.484906649788,2.19722457733622
2011,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","rural_area",12.1483935314435,2.484906649788,1.79175946922805
2012,"no","other","no","no","Manufacturing","Operatives_and_kindred","rural_area",10.0519075576544,2.484906649788,1.94591014905531
2013,"no","other","no","no","Manufacturing","Laborers_and_farmers","rural_area",11.0046030389224,2.484906649788,2.07944154167984
2014,"yes","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","rural_area",11.1843213929979,2.484906649788,2.19722457733622
2015,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","rural_area",10.5302200530726,2.484906649788,2.30258509299405
2016,"no","other","no","no","Manufacturing","Craftsmen, Foremen_and_kindred","rural_area",11.2279815071256,2.484906649788,2.39789527279837
2017,"no","other","yes","no","Manufacturing","Craftsmen, Foremen_and_kindred","rural_area",11.4878225056992,2.484906649788,2.484906649788
2018,"no","other","yes","no","Manufacturing","Laborers_and_farmers","rural_area",11.3647994006471,2.484906649788,2.56494935746154
2011,"no","other","no","no","Other","Farm_Laborers_and_Foreman","rural_area",10.5950449700922,2.63905732961526,1.09861228866811
2012,"no","other","no","no","Other","Farm_Laborers_and_Foreman","rural_area",10.5467822423575,2.63905732961526,1.38629436111989
2014,"yes","other","no","no","Other","Laborers_and_farmers","rural_area",10.5017623574415,2.63905732961526,1.79175946922805
2016,"no","other","no","no","Other","Farm_Laborers_and_Foreman","rural_area",10.6528347572718,2.63905732961526,2.07944154167984
2011,"no","other","no","no","Business_and_Repair_Service","Operatives_and_kindred","rural_area",10.0519075576544,2.30258509299405,1.09861228866811
2012,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","rural_area",11.1407463791384,2.30258509299405,1.38629436111989
2013,"no","other","no","no","Trade","Craftsmen, Foremen_and_kindred","rural_area",10.7366453402038,2.30258509299405,1.6094379124341
2014,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","rural_area",11.0553203356815,2.30258509299405,1.79175946922805
2016,"no","other","yes","no","Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","rural_area",10.9294884665383,2.30258509299405,2.07944154167984
2018,"no","other","yes","no","Other","Craftsmen, Foremen_and_kindred","rural_area",11.1263883370601,2.30258509299405,2.30258509299405
2011,"no","other","no","no","Trade","Laborers_and_farmers","rural_area",11.0875215942999,2.63905732961526,1.38629436111989
2012,"no","other","yes","no","Trade","Clerical_and_kindred","rural_area",11.0511341025637,2.63905732961526,1.6094379124341
2013,"no","other","yes","no","Trade","Sales_Workers","rural_area",11.1138022047667,2.63905732961526,1.79175946922805
2014,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","rural_area",11.243235100043,2.63905732961526,1.94591014905531
2015,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","rural_area",11.0606094436295,2.63905732961526,2.07944154167984
2016,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","rural_area",11.1356984815676,2.63905732961526,2.19722457733622
2017,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","rural_area",11.3084552270466,2.63905732961526,2.30258509299405
2018,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","rural_area",10.9866264094037,2.63905732961526,2.39789527279837
2011,"no","other","no","no","Manufacturing","Operatives_and_kindred","south",11.1229306720552,2.484906649788,1.09861228866811
2012,"no","other","yes","no","Trade","Laborers_and_farmers","south",12.3576225319386,2.484906649788,1.38629436111989
2013,"no","other","yes","no","Trade","Sales_Workers","south",11.2215159207859,2.484906649788,1.6094379124341
2014,"no","other","yes","yes","Trade","Sales_Workers","south",10.7964183534052,2.484906649788,1.79175946922805
2015,"no","other","yes","no","Trade","Craftsmen, Foremen_and_kindred","south",10.990266435144,2.484906649788,1.94591014905531
2016,"no","other","yes","no","Trade","Service_Workers","south",11.2544148058187,2.484906649788,2.07944154167984
2018,"yes","other","yes","no","Trade","Sales_Workers","south",12.4292161968444,2.484906649788,2.30258509299405
2011,"no","other","no","no","Trade","Laborers_and_farmers","south",10.9052000987143,2.484906649788,1.38629436111989
2012,"no","other","yes","no","Trade","Laborers_and_farmers","nothern_central",11.2742777173544,2.484906649788,1.6094379124341
2013,"no","other","yes","no","Trade","Laborers_and_farmers","south",11.212242310185,2.484906649788,1.79175946922805
2014,"no","other","yes","no","Trade","Clerical_and_kindred","south",10.9104327340117,2.484906649788,1.94591014905531
2015,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","south",10.9496211076191,2.484906649788,2.07944154167984
2016,"no","other","yes","no","Trade","Managers, Officials_and_Proprietors","south",10.5104952486249,2.484906649788,2.19722457733622
2018,"yes","other","yes","no","Trade","Managers, Officials_and_Proprietors","south",10.9409851409857,2.484906649788,2.39789527279837
2011,"no","other","no","no","Professional_and_Related Service","Professional, Technical_and_kindred","south",10.9734083144372,2.484906649788,1.09861228866811
2013,"no","other","no","no","Business_and_Repair_Service","Clerical_and_kindred","south",10.7132510884456,2.484906649788,1.6094379124341
2015,"no","other","no","no","Professional_and_Related Service","Clerical_and_kindred","south",10.8520648193148,2.484906649788,1.94591014905531
2017,"no","other","no","no","Professional_and_Related Service","Professional, Technical_and_kindred","south",11.4346872365776,2.484906649788,2.19722457733622
2018,"no","other","yes","no","Business_and_Repair_Service","Clerical_and_kindred","south",11.4210390972264,2.484906649788,2.30258509299405
2011,"no","other","no","no","Trade","Operatives_and_kindred","south",10.0519075576544,2.484906649788,1.6094379124341
2013,"no","other","no","no","Manufacturing","Operatives_and_kindred","south",10.4392347382913,2.484906649788,1.94591014905531
2014,"no","other","no","no","Trade","Operatives_and_kindred","south",10.5176342737597,2.484906649788,2.07944154167984
2015,"no","other","no","no","Trade","Operatives_and_kindred","south",10.4820938734025,2.484906649788,2.19722457733622
